Airline,Source,Destination,Route,Duration,Total_Stops,month,day in a month,Dep_hour,Dep_minute,Arrival_Hour,Arrival_Minute
Air India,Kolkata,Banglore,CCU → BOM → BLR,1350,1,6,9,9,25,7,55
Air India,Delhi,Cochin,DEL → TRV → COK,1535,1,6,1,5,15,6,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,5,12,16,30,22,35
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2480,2,3,24,5,55,23,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,6,24,10,0,19,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1330,1,6,12,6,30,4,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,470,1,5,21,11,25,19,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,680,1,3,21,11,40,23,0
Air India,Banglore,Delhi,BLR → DEL,165,0,6,21,6,10,8,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,810,1,6,24,7,30,21,0
IndiGo,Delhi,Cochin,DEL → HYD → COK,375,1,5,21,11,55,18,10
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,5,18,12,0,18,30
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,955,1,5,12,7,35,23,30
Air India,Delhi,Cochin,DEL → BLR → COK,875,1,5,21,17,40,8,15
Air India,Banglore,Delhi,BLR → DEL,165,0,6,15,10,0,12,45
Air India,Banglore,Delhi,BLR → DEL,170,0,4,9,21,5,23,55
Air India,Delhi,Cochin,DEL → BLR → COK,1010,1,4,6,6,10,23,0
Air India,Delhi,Cochin,DEL → COK,170,0,6,6,5,10,8,0
Air India,Delhi,Cochin,DEL → COK,180,0,6,3,14,10,17,10
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,280,1,4,1,17,35,22,15
Vistara,Banglore,Delhi,BLR → DEL,165,0,6,27,19,30,22,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,650,1,3,21,8,25,19,15
IndiGo,Kolkata,Banglore,CCU → PAT → BLR,295,1,5,15,9,20,14,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3,9,21,20,22,45
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,6,15,9,35,12,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,360,1,4,6,13,0,19,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,6,27,11,30,19,0
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,6,24,6,50,7,40
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,1485,2,3,9,18,30,19,15
Multiple carriers,Delhi,Cochin,DEL → HYD → MAA → COK,485,2,3,21,13,15,21,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,5,12,14,5,23,35
Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,955,2,5,6,9,25,1,20
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,24,2,35,4,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1100,1,6,24,18,15,12,35
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,24,22,5,0,25
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,24,6,10,8,55
Air India,Banglore,New Delhi,BLR → BOM → DEL,330,1,3,6,6,45,12,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,740,1,5,27,6,40,19,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,6,1,22,50,4,25
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,6,27,17,15,19,15
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,27,22,5,0,25
Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,1170,2,6,12,9,10,4,40
Air Asia,Delhi,Cochin,DEL → BLR → COK,660,1,3,6,20,10,7,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,830,1,6,15,11,40,1,30
IndiGo,Delhi,Cochin,DEL → COK,195,0,5,21,14,25,17,40
IndiGo,Delhi,Cochin,DEL → BOM → COK,630,1,5,9,15,0,1,30
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,3,8,30,11,20
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1600,2,6,12,5,0,7,40
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,280,1,3,6,5,45,10,25
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5,27,7,5,8,30
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,6,12,6,50,12,10
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,4,6,14,0,19,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1625,1,5,21,20,20,23,25
Air India,Delhi,Cochin,DEL → NAG → BOM → COK,1545,2,3,3,5,55,7,40
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,5,21,16,0,21,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1655,1,5,21,9,0,12,35
IndiGo,Banglore,New Delhi,BLR → IDR → DEL,295,1,3,1,13,40,18,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1100,1,6,3,18,15,12,35
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,870,1,5,6,20,25,10,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1395,1,6,6,19,45,19,0
Air India,Kolkata,Banglore,CCU → BLR,155,0,4,9,20,45,23,20
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3,1,17,45,20,5
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,6,6,19,35,21,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,5,9,10,35,19,0
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,6,24,15,45,22,5
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4,24,18,55,21,50
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,4,15,18,55,22,0
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,5,18,7,55,13,25
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,6,24,7,55,13,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1365,1,3,18,11,40,10,25
Air India,Kolkata,Banglore,CCU → JAI → DEL → BLR,725,2,6,6,8,20,20,25
Vistara,Kolkata,Banglore,CCU → DEL → BLR,965,1,4,1,17,0,9,5
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1425,1,3,6,11,40,11,25
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,275,1,4,9,19,35,0,10
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,3,3,17,15,19,15
Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,435,1,3,6,15,40,22,55
Air India,Kolkata,Banglore,CCU → MAA → BLR,1440,1,5,15,14,35,14,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,965,1,6,1,4,55,21,0
IndiGo,Delhi,Cochin,DEL → BOM → COK,845,1,4,9,11,25,1,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,600,1,6,15,9,15,19,15
Air India,Delhi,Cochin,DEL → COK,230,0,4,9,14,5,17,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1210,1,6,24,22,50,19,0
Vistara,Banglore,Delhi,BLR → DEL,160,0,5,21,7,0,9,40
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,3,6,11,55,21,20
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,5,15,8,20,10,35
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,3,9,10,10,12,55
Air India,Delhi,Cochin,DEL → MAA → COK,1640,1,3,6,6,5,9,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,910,1,3,1,0,20,15,30
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,6,4,40,7,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,760,1,5,27,12,50,1,30
Air India,Kolkata,Banglore,CCU → BBI → BLR,1515,1,5,18,12,0,13,15
Air India,Delhi,Cochin,DEL → UDR → BOM → COK,1100,2,6,6,13,20,7,40
Jet Airways,Mumbai,Hyderabad,BOM → DEL → HYD,1205,1,3,6,20,45,16,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,345,1,5,18,14,5,19,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1585,1,3,24,13,55,16,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,345,1,6,9,14,5,19,50
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,9,19,50,22,50
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1130,2,6,1,9,35,4,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1630,1,6,6,20,25,23,35
SpiceJet,Mumbai,Hyderabad,BOM → HYD,80,0,3,1,5,45,7,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,5,24,19,0,1,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,775,1,3,12,20,35,9,30
IndiGo,Delhi,Cochin,DEL → BOM → COK,415,1,6,24,18,35,1,30
Air India,Banglore,New Delhi,BLR → CCU → BBI → DEL,630,2,3,15,5,50,16,20
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1225,1,5,27,8,0,4,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,575,1,5,15,9,35,19,10
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,3,18,15,10,17,45
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,6,27,2,55,4,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,330,1,5,21,6,30,12,0
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,5,27,9,35,12,20
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1600,2,5,9,5,0,7,40
Air India,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,810,2,3,12,19,40,9,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,6,1,8,0,19,0
Air India,Banglore,Delhi,BLR → DEL,170,0,4,24,13,20,16,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,540,1,3,24,19,45,4,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,915,1,3,27,10,20,1,35
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,9,22,10,1,0
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,12,22,10,1,0
IndiGo,Delhi,Cochin,DEL → BLR → COK,300,1,3,9,5,5,10,5
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3,15,2,30,4,0
IndiGo,Banglore,New Delhi,BLR → DEL,165,0,3,21,6,0,8,45
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,330,1,6,6,15,55,21,25
SpiceJet,Delhi,Cochin,DEL → MAA → COK,310,1,3,6,6,10,11,20
GoAir,Kolkata,Banglore,CCU → AMD → BLR,455,1,5,6,16,40,0,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,750,1,5,15,13,0,1,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1310,1,3,18,11,40,9,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1485,1,6,15,18,15,19,0
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,15,20,0,22,50
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5,24,4,40,7,15
IndiGo,Delhi,Cochin,DEL → PNQ → COK,305,1,6,6,23,30,4,35
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,5,27,6,0,8,45
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1745,1,5,24,17,0,22,5
Air India,Delhi,Cochin,DEL → BLR → COK,795,1,6,3,9,45,23,0
Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,465,2,3,3,17,50,1,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,965,1,6,3,4,55,21,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,6,12,7,5,21,0
Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,690,1,3,6,21,55,9,25
Air India,Kolkata,Banglore,CCU → DEL → BLR,1435,1,5,6,20,30,20,25
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,12,6,25,7,55
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1295,1,6,9,20,25,18,0
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,5,9,12,0,7,40
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5,6,10,20,11,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,620,1,3,27,15,15,1,35
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,6,22,5,0,25
Vistara,Banglore,Delhi,BLR → DEL,170,0,5,24,21,0,23,50
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,280,1,5,12,17,35,22,15
Vistara,Chennai,Kolkata,MAA → CCU,140,0,5,15,17,45,20,5
Jet Airways,Kolkata,Banglore,CCU → BOM → PNQ → BLR,1495,2,5,21,6,30,7,25
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,15,21,25,0,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,6,9,2,15,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,570,1,6,12,11,30,21,0
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,6,6,17,15,19,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,6,1,2,35,4,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,525,1,6,1,3,50,12,35
Vistara,Banglore,Delhi,BLR → DEL,170,0,5,12,11,30,14,20
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1145,1,6,27,17,30,12,35
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,920,1,6,3,7,10,22,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,5,9,2,15,12,35
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,18,22,5,0,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,6,3,8,45,19,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3,21,6,20,7,45
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3,24,5,15,7,35
IndiGo,Banglore,New Delhi,BLR → DEL,170,0,3,9,23,30,2,20
IndiGo,Delhi,Cochin,DEL → BOM → COK,570,1,3,21,11,30,21,0
IndiGo,Delhi,Cochin,DEL → MAA → COK,315,1,6,6,7,15,12,30
Air Asia,Banglore,New Delhi,BLR → DEL,165,0,3,1,23,25,2,10
IndiGo,Kolkata,Banglore,CCU → BLR,170,0,3,27,5,30,8,20
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,3,27,11,55,21,20
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1595,1,5,21,10,0,12,35
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,6,9,5,0,19,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,805,1,5,21,15,0,4,25
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,455,1,5,24,14,55,22,30
Air India,Kolkata,Banglore,CCU → GAU → BLR,675,1,5,9,9,50,21,5
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,27,8,30,11,20
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,5,18,10,55,19,15
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,4,27,18,55,22,0
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,5,21,9,45,9,25
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,3,14,45,17,5
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,5,6,5,30,4,25
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,6,15,9,45,9,25
Air Asia,Delhi,Cochin,DEL → BLR → COK,340,1,5,9,16,45,22,25
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,6,18,9,45,12,15
Air India,Delhi,Cochin,DEL → MAA → COK,1255,1,3,6,12,30,9,25
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,4,6,18,55,22,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,6,6,18,55,8,15
Vistara,Chennai,Kolkata,MAA → CCU,140,0,6,24,17,45,20,5
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5,1,7,5,8,30
Vistara,Banglore,New Delhi,BLR → DEL,155,0,3,18,16,0,18,35
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,5,24,6,50,10,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,5,21,8,0,19,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1640,1,5,1,17,0,20,20
Air Asia,Banglore,Delhi,BLR → DEL,170,0,6,1,23,55,2,45
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,3,5,9,5,15,19,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1165,1,6,1,9,0,4,25
IndiGo,Banglore,Delhi,BLR → DEL,180,0,6,6,21,15,0,15
IndiGo,Banglore,New Delhi,BLR → IDR → DEL,295,1,3,21,13,40,18,35
Air Asia,Delhi,Cochin,DEL → BLR → COK,625,1,6,12,20,45,7,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,485,1,3,6,17,30,1,35
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,18,7,55,10,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,5,6,20,0,9,20
IndiGo,Delhi,Cochin,DEL → MAA → COK,325,1,4,3,2,0,7,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1145,1,6,1,17,30,12,35
Air Asia,Delhi,Cochin,DEL → BLR → COK,870,1,5,27,7,55,22,25
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3,3,16,55,18,25
Air India,Kolkata,Banglore,CCU → DEL → BLR,1615,1,5,24,17,30,20,25
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,24,7,55,10,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,510,1,5,1,14,5,22,35
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,5,27,19,45,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,6,27,17,30,1,30
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,5,18,12,55,19,15
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,3,0,25,3,15
Air India,Banglore,New Delhi,BLR → HYD → VGA → DEL,1795,2,3,24,17,0,22,55
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,6,24,6,5,11,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,920,1,3,12,16,55,8,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,3,27,12,50,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,640,1,3,27,10,20,21,0
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4,3,9,35,12,20
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,3,21,9,45,9,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,960,1,3,12,7,0,23,0
IndiGo,Delhi,Cochin,DEL → BLR → COK,290,1,5,18,15,10,20,0
IndiGo,Delhi,Cochin,DEL → PNQ → COK,305,1,6,15,23,30,4,35
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,5,27,13,15,9,25
IndiGo,Delhi,Cochin,DEL → BOM → COK,895,1,6,1,10,35,1,30
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,5,24,12,0,18,30
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,6,12,15,15,17,45
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,6,6,2,55,4,20
IndiGo,Delhi,Cochin,DEL → BOM → COK,305,1,4,24,20,25,1,30
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,5,9,12,0,18,30
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,27,22,10,1,0
Air India,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,805,3,6,9,9,50,23,15
IndiGo,Banglore,Delhi,BLR → DEL,180,0,6,9,21,15,0,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,5,9,9,0,19,15
Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,6,9,16,50,13,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,645,1,6,6,8,30,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,5,24,13,0,21,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,5,1,21,10,9,20
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,5,21,20,0,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,550,1,5,18,19,15,4,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,490,1,6,15,12,50,21,0
IndiGo,Delhi,Cochin,DEL → BLR → COK,295,1,5,18,5,10,10,5
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,18,17,45,20,45
IndiGo,Delhi,Cochin,DEL → BOM → COK,860,1,4,9,6,40,21,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,4,1,14,5,23,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,5,15,2,15,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,490,1,6,6,12,50,21,0
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,18,10,0,12,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,845,1,3,21,4,45,18,50
IndiGo,Delhi,Cochin,DEL → BOM → COK,975,1,5,21,9,15,1,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1280,1,3,21,7,5,4,25
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,320,1,3,24,15,55,21,15
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,6,9,15,45,22,5
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,385,1,3,3,9,45,16,10
Air India,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,150,2,3,6,17,20,14,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,6,9,7,5,21,0
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,3,17,15,19,50
Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,535,2,5,1,9,25,18,20
Air India,Kolkata,Banglore,CCU → BOM → BLR,1350,1,5,18,9,25,7,55
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,810,2,5,18,8,20,21,50
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,18,14,45,17,5
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,4,27,16,0,21,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,625,1,3,15,5,45,16,10
Air India,Delhi,Cochin,DEL → BLR → COK,1125,1,6,12,13,30,8,15
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,5,27,12,55,19,15
Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,1600,2,3,12,6,45,9,25
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,6,15,15,45,22,5
Air India,Delhi,Cochin,DEL → BOM → COK,520,1,3,9,23,0,7,40
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,1460,2,6,27,12,15,12,35
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,4,18,21,10,0,5
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,980,1,3,24,16,55,9,15
Air India,Banglore,Delhi,BLR → DEL,165,0,4,24,10,0,12,45
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,5,21,12,0,7,55
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,5,1,16,30,22,35
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,6,19,50,22,50
GoAir,Banglore,Delhi,BLR → DEL,175,0,4,6,7,45,10,40
Air Asia,Kolkata,Banglore,CCU → BLR,155,0,4,21,10,20,12,55
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,5,9,22,50,1,20
Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,5,12,10,0,1,20
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3,6,9,0,11,30
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,1095,2,6,15,18,20,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,560,1,6,27,11,40,21,0
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4,1,14,25,16,55
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,6,24,12,0,19,15
Air India,Banglore,New Delhi,BLR → BOM → DEL,385,1,3,15,8,50,15,15
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1640,1,6,12,17,0,20,20
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,6,27,7,5,9,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,810,1,5,9,7,30,21,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,450,1,5,15,18,0,1,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,710,1,3,12,22,55,10,45
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,265,1,4,9,19,20,23,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,395,1,5,9,21,50,4,25
Air India,Delhi,Cochin,DEL → BOM → COK,1335,1,3,27,21,0,19,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,95,0,6,24,20,5,21,40
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,9,14,45,17,5
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3,9,17,15,19,45
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,5,1,5,30,4,25
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,15,22,5,0,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,590,1,3,27,9,0,18,50
Air India,Delhi,Cochin,DEL → MAA → COK,965,1,6,12,17,20,9,25
GoAir,Banglore,Delhi,BLR → DEL,165,0,4,24,20,55,23,40
IndiGo,Delhi,Cochin,DEL → BOM → COK,895,1,6,27,10,35,1,30
IndiGo,Kolkata,Banglore,CCU → NAG → BLR,325,1,6,12,18,5,23,30
Vistara,Banglore,Delhi,BLR → DEL,165,0,6,12,19,30,22,15
Air India,Kolkata,Banglore,CCU → DEL → AMD → BLR,1345,2,4,1,7,0,5,25
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,6,1,17,10,19,40
Air India,Mumbai,Hyderabad,BOM → HYD,85,0,5,12,15,0,16,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,380,1,3,21,8,55,15,15
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,455,1,6,9,14,55,22,30
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,1415,2,6,6,8,20,7,55
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,1155,2,4,1,16,45,12,0
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,1,18,25,21,20
IndiGo,Delhi,Cochin,DEL → BOM → COK,575,1,6,6,11,25,21,0
Air India,Kolkata,Banglore,CCU → BLR,150,0,3,27,14,15,16,45
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,6,9,2,35,4,5
Air India,Mumbai,Hyderabad,BOM → HYD,90,0,6,12,13,55,15,25
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,1830,2,4,1,16,45,23,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,750,1,6,15,13,0,1,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1505,1,6,1,11,30,12,35
